"rt","stimulus","response","phase","trial_type","trial_index","time_elapsed","internal_node_id","subject","success","url","question_order","view_history","objOne","objTwo","key","resp_opt_1","resp_opt_2","resp_opt_3","resp_opt_4","resp_opt_5","resp_opt_6"
"","","","ret","html-keyboard-response","60","118581","0.0-9.0-0.28","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"69","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Restaurant</div><div class=""resp_opt_1"">1: wrench</div><div class=""resp_opt_2"">2: bullet</div><div class=""resp_opt_3"">3: tennis ball</div><div class=""resp_opt_4"">4: basketball</div><div class=""resp_opt_5"">5: funnel</div><div class=""resp_opt_6"">6:  windmill</div></div>","5","ret","html-keyboard-response","60","118651","0.0-9.0-0.28","001","","","","","","","A Restaurant","wrench","bullet","tennis ball","basketball","funnel","windmill"
"","","","ret","html-keyboard-response","61","119652","0.0-9.0-0.29","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"98","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Audrey Hepburn</div><div class=""resp_opt_1"">1: mattress</div><div class=""resp_opt_2"">2: measuring cup</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: cannon</div><div class=""resp_opt_5"">5: bow</div><div class=""resp_opt_6"">6:  harmonica</div></div>","6","ret","html-keyboard-response","61","119751","0.0-9.0-0.29","001","","","","","","","Audrey Hepburn","mattress","measuring cup","chalk","cannon","bow","harmonica"
"","","","ret","html-keyboard-response","62","120753","0.0-9.0-0.30","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"70","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Theater</div><div class=""resp_opt_1"">1: mouse trap</div><div class=""resp_opt_2"">2: golf ball</div><div class=""resp_opt_3"">3: mattress</div><div class=""resp_opt_4"">4: horseshoe</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  parachute</div></div>","1","ret","html-keyboard-response","62","120824","0.0-9.0-0.30","001","","","","","","","A Theater","mouse trap","golf ball","mattress","horseshoe","toaster","parachute"
"","","","ret","html-keyboard-response","63","121825","0.0-9.0-0.31","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"84","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Lecture Hall</div><div class=""resp_opt_1"">1: cannon</div><div class=""resp_opt_2"">2: locker</div><div class=""resp_opt_3"">3: tennis ball</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: microscope</div><div class=""resp_opt_6"">6:  basketball</div></div>","2","ret","html-keyboard-response","63","121909","0.0-9.0-0.31","001","","","","","","","A Lecture Hall","cannon","locker","tennis ball","hammer","microscope","basketball"
"","","","ret","html-keyboard-response","64","122910","0.0-9.0-0.32","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"73","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Dune</div><div class=""resp_opt_1"">1: kite</div><div class=""resp_opt_2"">2: wheelchair</div><div class=""resp_opt_3"">3: hammer</div><div class=""resp_opt_4"">4: frisbee</div><div class=""resp_opt_5"">5: swing</div><div class=""resp_opt_6"">6:  harmonica</div></div>","3","ret","html-keyboard-response","64","122984","0.0-9.0-0.32","001","","","","","","","A Dune","kite","wheelchair","hammer","frisbee","swing","harmonica"
"","","","ret","html-keyboard-response","65","123985","0.0-9.0-0.33","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"33","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Sandra Bullock</div><div class=""resp_opt_1"">1: swing</div><div class=""resp_opt_2"">2: drum sticks</div><div class=""resp_opt_3"">3: lawn mower</div><div class=""resp_opt_4"">4: umbrella</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  soccer ball</div></div>","4","ret","html-keyboard-response","65","124018","0.0-9.0-0.33","001","","","","","","","Sandra Bullock","swing","drum sticks","lawn mower","umbrella","toaster","soccer ball"
"","","","ret","html-keyboard-response","66","125019","0.0-9.0-0.34","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"78","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Robin Williams</div><div class=""resp_opt_1"">1: disco ball</div><div class=""resp_opt_2"">2: kite</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: toaster</div><div class=""resp_opt_6"">6:  guitar case</div></div>","5","ret","html-keyboard-response","66","125098","0.0-9.0-0.34","001","","","","","","","Robin Williams","disco ball","kite","chalk","hammer","toaster","guitar case"
"","","","ret","html-keyboard-response","67","126100","0.0-9.0-0.35","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"69","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Rosa Parks</div><div class=""resp_opt_1"">1: chalk</div><div class=""resp_opt_2"">2: cannon</div><div class=""resp_opt_3"">3: banjo</div><div class=""resp_opt_4"">4: compass</div><div class=""resp_opt_5"">5: wheelchair</div><div class=""resp_opt_6"">6:  harmonica</div></div>","5","ret","html-keyboard-response","67","126169","0.0-9.0-0.35","001","","","","","","","Rosa Parks","chalk","cannon","banjo","compass","wheelchair","harmonica"
"","","","ret","html-keyboard-response","68","127170","0.0-9.0-0.36","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"33","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bathroom</div><div class=""resp_opt_1"">1: locker</div><div class=""resp_opt_2"">2: bullet</div><div class=""resp_opt_3"">3: sand castle</div><div class=""resp_opt_4"">4: dog house</div><div class=""resp_opt_5"">5: microscope</div><div class=""resp_opt_6"">6:  arrow</div></div>","2","ret","html-keyboard-response","68","127204","0.0-9.0-0.36","001","","","","","","","A Bathroom","locker","bullet","sand castle","dog house","microscope","arrow"
"","","","ret","html-keyboard-response","69","128204","0.0-9.0-0.37","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"30","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Cabin</div><div class=""resp_opt_1"">1: mattress</div><div class=""resp_opt_2"">2: tennis ball</div><div class=""resp_opt_3"">3: kite</div><div class=""resp_opt_4"">4: bow</div><div class=""resp_opt_5"">5: toothbrush</div><div class=""resp_opt_6"">6:  swing</div></div>","1","ret","html-keyboard-response","69","128235","0.0-9.0-0.37","001","","","","","","","A Cabin","mattress","tennis ball","kite","bow","toothbrush","swing"
"","","","ret","html-keyboard-response","70","129236","0.0-9.0-0.38","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"475","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Oprah</div><div class=""resp_opt_1"">1: basketball</div><div class=""resp_opt_2"">2: arrow</div><div class=""resp_opt_3"">3: chalk</div><div class=""resp_opt_4"">4: windmill</div><div class=""resp_opt_5"">5: lawn mower</div><div class=""resp_opt_6"">6:  soccer ball</div></div>","2","ret","html-keyboard-response","70","129712","0.0-9.0-0.38","001","","","","","","","Oprah","basketball","arrow","chalk","windmill","lawn mower","soccer ball"
"","","","ret","html-keyboard-response","71","130713","0.0-9.0-0.39","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"125","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Brad Pitt</div><div class=""resp_opt_1"">1: sand castle</div><div class=""resp_opt_2"">2: guitar case</div><div class=""resp_opt_3"">3: hammer</div><div class=""resp_opt_4"">4: chalk</div><div class=""resp_opt_5"">5: ruler</div><div class=""resp_opt_6"">6:  umbrella</div></div>","3","ret","html-keyboard-response","71","130838","0.0-9.0-0.39","001","","","","","","","Brad Pitt","sand castle","guitar case","hammer","chalk","ruler","umbrella"
"","","","ret","html-keyboard-response","72","131839","0.0-9.0-0.40","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"17","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Ferris Wheel</div><div class=""resp_opt_1"">1: toaster</div><div class=""resp_opt_2"">2: swing</div><div class=""resp_opt_3"">3: mattress</div><div class=""resp_opt_4"">4: drum sticks</div><div class=""resp_opt_5"">5: parachute</div><div class=""resp_opt_6"">6:  condom</div></div>","4","ret","html-keyboard-response","72","131856","0.0-9.0-0.40","001","","","","","","","A Ferris Wheel","toaster","swing","mattress","drum sticks","parachute","condom"
"","","","ret","html-keyboard-response","73","132857","0.0-9.0-0.41","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"108","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Valley</div><div class=""resp_opt_1"">1: harmonica</div><div class=""resp_opt_2"">2: golf ball</div><div class=""resp_opt_3"">3: blender</div><div class=""resp_opt_4"">4: chalk</div><div class=""resp_opt_5"">5: dog house</div><div class=""resp_opt_6"">6:  mouse trap</div></div>","5","ret","html-keyboard-response","73","132965","0.0-9.0-0.41","001","","","","","","","A Valley","harmonica","golf ball","blender","chalk","dog house","mouse trap"
"","","","ret","html-keyboard-response","74","133967","0.0-9.0-0.42","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"539","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bridge</div><div class=""resp_opt_1"">1: basketball</div><div class=""resp_opt_2"">2: drum sticks</div><div class=""resp_opt_3"">3: banjo</div><div class=""resp_opt_4"">4: measuring cup</div><div class=""resp_opt_5"">5: chalk</div><div class=""resp_opt_6"">6:  handcuffs</div></div>","6","ret","html-keyboard-response","74","134506","0.0-9.0-0.42","001","","","","","","","A Bridge","basketball","drum sticks","banjo","measuring cup","chalk","handcuffs"
"","","","ret","html-keyboard-response","75","135507","0.0-9.0-0.43","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"125","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Bar</div><div class=""resp_opt_1"">1: soccer ball</div><div class=""resp_opt_2"">2: parachute</div><div class=""resp_opt_3"">3: windmill</div><div class=""resp_opt_4"">4: sewing machine</div><div class=""resp_opt_5"">5: chalk</div><div class=""resp_opt_6"">6:  mattress</div></div>","5","ret","html-keyboard-response","75","135633","0.0-9.0-0.43","001","","","","","","","A Bar","soccer ball","parachute","windmill","sewing machine","chalk","mattress"
"","","","ret","html-keyboard-response","76","136635","0.0-9.0-0.44","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"68","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">A Wind Farm</div><div class=""resp_opt_1"">1: skateboard</div><div class=""resp_opt_2"">2: windmill</div><div class=""resp_opt_3"">3: wrench</div><div class=""resp_opt_4"">4: horseshoe</div><div class=""resp_opt_5"">5: sand castle</div><div class=""resp_opt_6"">6:  tampon</div></div>","3","ret","html-keyboard-response","76","136703","0.0-9.0-0.44","001","","","","","","","A Wind Farm","skateboard","windmill","wrench","horseshoe","sand castle","tampon"
"","","","ret","html-keyboard-response","77","137704","0.0-9.0-0.45","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"65","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Ellen Degeneres</div><div class=""resp_opt_1"">1: disco ball</div><div class=""resp_opt_2"">2: wheelchair</div><div class=""resp_opt_3"">3: horseshoe</div><div class=""resp_opt_4"">4: hammer</div><div class=""resp_opt_5"">5: battery</div><div class=""resp_opt_6"">6:  blender</div></div>","2","ret","html-keyboard-response","77","137770","0.0-9.0-0.45","001","","","","","","","Ellen Degeneres","disco ball","wheelchair","horseshoe","hammer","battery","blender"
"","","","ret","html-keyboard-response","78","138771","0.0-9.0-0.46","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"61","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">Serena Williams</div><div class=""resp_opt_1"">1: basketball</div><div class=""resp_opt_2"">2: handcuffs</div><div class=""resp_opt_3"">3: harmonica</div><div class=""resp_opt_4"">4: wrench</div><div class=""resp_opt_5"">5: windmill</div><div class=""resp_opt_6"">6:  microscope</div></div>","1","ret","html-keyboard-response","78","138833","0.0-9.0-0.46","001","","","","","","","Serena Williams","basketball","handcuffs","harmonica","wrench","windmill","microscope"
"","","","ret","html-keyboard-response","79","139833","0.0-9.0-0.47","001","","","","","","","function() {return ret_trials[cc].key}","function() {return ret_trials[cc].resp_opt_1}","function() {return ret_trials[cc].resp_opt_2}","function() {return ret_trials[cc].resp_opt_3}","function() {return ret_trials[cc].resp_opt_4}","function() {return ret_trials[cc].resp_opt_5}","function() {return ret_trials[cc].resp_opt_6}"
"101","<div style=""width: 100vmin; height:100vmin; font-size: 4vmin; position: relative;""><div class=""center"">An Ice Rink</div><div class=""resp_opt_1"">1: condom</div><div class=""resp_opt_2"">2: arrow</div><div class=""resp_opt_3"">3: bullet</div><div class=""resp_opt_4"">4: drum sticks</div><div class=""resp_opt_5"">5: compass</div><div class=""resp_opt_6"">6:  basketball</div></div>","5","ret","html-keyboard-response","79","139935","0.0-9.0-0.47","001","","","","","","","An Ice Rink","condom","arrow","bullet","drum sticks","compass","basketball"
"","","","fullscreen_down","fullscreen","80","141938","0.0-10.0","001","true","","","","","","","","","","","",""
